N,P,K,Temperature,Humidity,Rainfall,SoilType,Region,Season,CropType,CropName,Area,FertilizerUsed,IrrigationType,PesticideUsage,SeedQuality,Production,Yield
172.9,105.2,53.7,9.4,59.3,856.0,Sandy,Punjab,Rabi,Vegetable,Onion,9.825,136.9,Drip,5.959,Medium,182.637,18.589
189.1,31.1,115.0,10.0,75.3,447.8,Silt,Maharashtra,Kharif,Vegetable,Onion,4.305,84.3,Tube well,1.333,Low,68.122,15.824
77.4,73.5,140.5,36.5,89.4,1111.5,Loam,Rajasthan,Kharif,Vegetable,Potato,2.125,300.8,Drip,3.337,Medium,62.813,29.559
129.0,47.1,197.3,14.7,45.6,822.3,Sandy,Punjab,Kharif,Vegetable,Tomato,4.826,153.4,Canal,3.113,Medium,85.676,17.753
170.9,63.8,222.4,33.2,49.7,682.1,Loam,Uttar Pradesh,Kharif,Oilseed,Sesame,9.002,331.1,Tube well,2.119,High,10.847,1.205
182.5,69.7,293.3,9.9,94.1,10.3,Peaty,Rajasthan,Summer,Fiber,Cotton,5.843,335.1,Rainfed,0.601,High,7.549,1.292
238.4,32.8,76.2,29.8,67.5,1184.0,Sandy,Rajasthan,Rabi,Oilseed,Soybean,4.26,143.6,Tube well,3.448,Medium,9.99,2.345
173.5,20.1,194.6,36.1,57.8,297.1,Chalky,Rajasthan,Kharif,Cash,Sugarcane,2.313,331.9,Drip,2.496,High,177.197,76.609
163.1,9.4,65.9,27.5,72.9,624.7,Chalky,Haryana,Rabi,Fiber,Cotton,4.422,81.8,Tube well,0.841,High,6.779,1.533
139.1,145.5,82.2,39.2,88.8,349.8,Sandy,Bihar,Summer,Oilseed,Soybean,3.533,372.8,Drip,0.491,High,8.363,2.367
64.1,131.6,17.8,20.0,61.3,30.5,Sandy,Gujarat,Summer,Vegetable,Brinjal,4.207,202.5,Rainfed,1.941,Low,30.892,7.343
161.9,44.3,262.7,8.9,73.9,245.5,Peaty,Rajasthan,Kharif,Vegetable,Tomato,2.62,26.0,Drip,2.027,High,43.188,16.484
171.1,5.1,287.2,31.5,89.9,1096.3,Loam,Tamil Nadu,Rabi,Vegetable,Potato,6.704,201.0,Drip,2.922,Medium,193.565,28.873
154.5,66.9,218.1,24.4,92.7,415.4,Loam,Punjab,Kharif,Vegetable,Brinjal,8.128,199.6,Canal,3.59,Medium,126.764,15.596
246.7,149.9,141.3,29.7,32.8,166.3,Clay,Maharashtra,Kharif,Vegetable,Onion,0.433,65.4,Tube well,2.64,High,8.506,19.644
38.3,73.9,206.8,38.2,45.3,92.4,Clay,Bihar,Rabi,Oilseed,Groundnut,5.668,358.3,Canal,2.7,Medium,8.207,1.448
198.1,149.0,270.8,16.1,94.7,546.8,Peaty,Bihar,Rabi,Cereal,Rice,4.764,228.1,Canal,3.477,Low,21.819,4.58
133.4,98.4,267.7,14.6,83.1,208.6,Peaty,Maharashtra,Kharif,Pulse,Chana,1.495,209.9,Tube well,3.613,High,1.769,1.183
216.5,55.6,47.3,21.1,88.7,572.9,Sandy,Odisha,Rabi,Pulse,Moong,2.367,374.7,Drip,4.855,Medium,1.863,0.787
68.8,15.9,224.2,26.7,80.4,383.0,Silt,Uttar Pradesh,Kharif,Pulse,Masoor,3.344,72.3,Drip,2.186,High,2.896,0.866
129.7,107.3,33.4,35.6,76.2,97.7,Peaty,Karnataka,Rabi,Cereal,Maize,5.359,137.6,Drip,1.284,Medium,28.703,5.356
208.5,109.2,266.1,26.7,36.9,390.1,Silt,Odisha,Rabi,Vegetable,Potato,1.722,370.0,Drip,4.002,Medium,73.474,42.668
4.8,15.7,224.4,34.1,67.1,673.3,Sandy,Maharashtra,Rabi,Fiber,Cotton,8.924,33.1,Rainfed,4.802,Medium,5.506,0.617
235.1,116.9,153.6,27.1,78.2,945.5,Clay,Rajasthan,Rabi,Pulse,Chana,4.265,342.6,Canal,1.616,High,6.645,1.558
15.2,1.1,178.3,32.8,84.0,4.3,Silt,Gujarat,Kharif,Oilseed,Soybean,8.243,105.6,Rainfed,5.275,Low,8.721,1.058
63.4,11.1,199.2,33.9,33.0,492.1,Clay,Maharashtra,Rabi,Pulse,Masoor,4.676,157.9,Rainfed,3.246,Medium,2.179,0.466
194.2,126.1,20.6,39.9,75.0,195.2,Loam,Odisha,Kharif,Oilseed,Soybean,9.602,225.1,Tube well,2.179,Medium,25.311,2.636
0.4,81.7,199.2,29.8,27.1,677.2,Loam,Uttar Pradesh,Kharif,Vegetable,Tomato,8.369,79.8,Rainfed,5.44,High,134.917,16.121
129.4,89.6,11.5,10.7,86.9,112.6,Chalky,Gujarat,Kharif,Cereal,Wheat,9.059,144.5,Canal,3.405,Medium,22.167,2.447
62.9,126.4,118.3,34.5,40.9,455.3,Silt,Punjab,Kharif,Vegetable,Onion,2.698,235.6,Canal,2.296,Low,49.565,18.371
170.8,20.7,68.1,28.5,46.5,775.7,Chalky,Gujarat,Kharif,Oilseed,Mustard,8.169,360.1,Drip,3.335,Medium,10.881,1.332
59.2,96.9,37.7,15.4,23.5,579.1,Sandy,Uttar Pradesh,Kharif,Cash,Sugarcane,6.809,104.5,Tube well,3.032,Medium,300.291,44.102
26.9,102.5,16.5,24.4,67.4,235.3,Chalky,Maharashtra,Rabi,Pulse,Masoor,5.243,186.2,Drip,4.491,Medium,3.854,0.735
23.8,26.6,9.1,34.9,20.5,514.8,Sandy,Tamil Nadu,Rabi,Vegetable,Brinjal,5.324,86.2,Drip,1.695,Medium,23.399,4.395
213.1,90.7,54.9,14.1,36.3,72.6,Clay,Odisha,Rabi,Vegetable,Brinjal,4.831,196.9,Canal,2.903,Low,35.199,7.286
164.8,132.5,107.0,28.6,20.7,827.6,Chalky,Haryana,Summer,Pulse,Chana,3.808,148.6,Canal,3.182,Medium,4.063,1.067
89.6,80.5,73.9,38.9,75.1,943.3,Clay,Bihar,Kharif,Pulse,Urad,8.578,371.8,Rainfed,0.094,High,3.731,0.435
56.2,72.5,89.0,26.2,86.9,6.3,Chalky,Odisha,Kharif,Oilseed,Soybean,1.632,241.7,Canal,4.315,Low,3.042,1.864
127.2,143.9,138.6,39.5,79.4,886.3,Silt,Haryana,Rabi,Cereal,Wheat,9.595,208.1,Canal,0.276,Low,25.916,2.701
237.2,136.1,81.4,35.8,68.8,400.0,Peaty,Maharashtra,Kharif,Oilseed,Mustard,4.003,177.9,Rainfed,5.351,High,5.028,1.256
206.7,63.3,183.7,20.5,91.7,175.2,Clay,Karnataka,Rabi,Vegetable,Onion,4.178,31.4,Rainfed,5.986,High,55.2,13.212
131.3,25.0,62.0,12.2,80.3,474.1,Loam,Rajasthan,Summer,Cereal,Wheat,6.089,207.6,Tube well,0.042,Medium,16.416,2.696
91.2,70.3,67.9,32.6,89.1,500.4,Silt,Maharashtra,Kharif,Pulse,Moong,1.956,74.0,Rainfed,2.092,Medium,0.937,0.479
232.3,48.6,76.2,32.3,27.2,526.6,Clay,Karnataka,Summer,Cereal,Rice,0.917,130.5,Canal,0.112,High,3.756,4.096
83.6,49.5,281.0,34.0,40.0,529.7,Chalky,Uttar Pradesh,Kharif,Cereal,Maize,9.203,131.3,Rainfed,5.473,High,40.401,4.39
32.0,102.6,200.6,9.2,43.1,714.1,Peaty,Haryana,Summer,Vegetable,Onion,7.972,392.8,Rainfed,2.268,Low,96.501,12.105
178.2,67.4,96.8,39.1,90.5,77.2,Chalky,Haryana,Rabi,Vegetable,Tomato,1.495,155.9,Drip,4.092,Low,19.439,13.003
160.1,138.7,219.8,16.1,64.8,325.5,Chalky,Punjab,Rabi,Oilseed,Sesame,6.941,383.4,Rainfed,4.838,High,6.205,0.894
81.0,71.2,250.1,25.4,53.4,1117.6,Peaty,Uttar Pradesh,Rabi,Cereal,Barley,8.833,98.4,Canal,5.782,Low,20.687,2.342
60.6,28.7,277.6,12.9,32.2,44.4,Silt,Gujarat,Summer,Pulse,Masoor,9.202,308.7,Canal,5.383,Low,4.997,0.543
126.2,56.8,23.4,14.9,57.1,914.9,Peaty,Gujarat,Summer,Oilseed,Mustard,8.159,8.7,Canal,1.087,Medium,4.732,0.58
128.1,50.7,251.9,12.7,93.3,355.2,Clay,Karnataka,Summer,Cereal,Barley,5.28,26.5,Tube well,0.47,High,8.332,1.578
178.9,90.8,252.6,37.5,37.0,665.1,Loam,Punjab,Summer,Pulse,Urad,2.316,378.4,Rainfed,1.881,Medium,1.183,0.511
92.5,32.3,245.8,20.7,45.8,10.4,Loam,Punjab,Rabi,Oilseed,Mustard,2.15,176.2,Canal,1.255,High,2.866,1.333
74.8,54.7,151.7,21.2,45.6,294.3,Silt,Haryana,Kharif,Vegetable,Onion,5.226,157.3,Tube well,1.123,Low,98.63,18.873
56.3,99.2,269.9,34.8,23.5,967.3,Clay,Haryana,Summer,Cash,Sugarcane,5.097,205.9,Tube well,3.037,Low,251.736,49.389
150.9,51.4,197.0,13.8,34.9,1001.8,Loam,Punjab,Summer,Pulse,Urad,3.79,90.3,Rainfed,1.886,High,1.535,0.405
75.1,137.2,117.7,37.8,72.0,566.5,Loam,Karnataka,Kharif,Cereal,Maize,0.448,304.1,Drip,1.659,High,3.474,7.755
46.3,7.3,110.0,9.2,40.4,1084.1,Chalky,Bihar,Rabi,Oilseed,Mustard,6.623,122.3,Canal,5.802,Medium,3.616,0.546
249.6,117.8,229.3,37.1,54.7,270.7,Peaty,Gujarat,Rabi,Oilseed,Sesame,3.88,354.7,Tube well,4.228,Medium,3.729,0.961
35.4,23.5,255.2,23.1,84.3,83.6,Silt,Rajasthan,Rabi,Vegetable,Potato,4.664,228.9,Rainfed,0.722,Low,78.892,16.915
243.3,107.0,67.3,16.2,79.9,1141.4,Loam,Karnataka,Rabi,Pulse,Moong,9.813,270.3,Tube well,2.137,High,8.606,0.877
122.8,135.5,249.9,39.9,82.0,696.5,Sandy,Tamil Nadu,Summer,Cereal,Barley,5.906,212.9,Canal,4.799,Low,12.786,2.165
65.5,0.9,199.1,19.7,78.3,621.1,Sandy,Punjab,Rabi,Pulse,Urad,8.581,87.0,Drip,4.037,Low,3.098,0.361
124.9,40.6,206.6,29.1,52.1,380.7,Chalky,Tamil Nadu,Kharif,Pulse,Chana,4.588,171.2,Rainfed,0.348,Medium,3.611,0.787
215.8,123.0,4.9,20.9,66.0,342.2,Loam,Bihar,Kharif,Oilseed,Mustard,9.414,262.5,Canal,5.347,High,17.049,1.811
230.7,135.3,213.1,34.7,34.7,171.2,Silt,Tamil Nadu,Summer,Pulse,Moong,0.904,106.0,Rainfed,1.891,Medium,0.432,0.478
138.1,49.7,40.4,35.0,83.6,744.6,Sandy,Maharashtra,Rabi,Cash,Sugarcane,5.003,364.0,Tube well,3.819,Medium,291.205,58.206
218.2,69.7,126.4,16.3,25.6,55.8,Clay,Odisha,Kharif,Pulse,Urad,0.969,86.8,Drip,3.484,Low,0.357,0.368
159.6,147.8,256.7,19.1,91.1,837.9,Silt,Bihar,Summer,Pulse,Masoor,8.507,136.4,Drip,1.215,High,8.533,1.003
78.2,107.7,144.5,28.8,82.2,958.9,Chalky,Haryana,Summer,Vegetable,Tomato,7.101,7.0,Tube well,1.527,Medium,101.58,14.305
229.6,61.1,247.0,34.7,35.3,472.4,Chalky,Rajasthan,Summer,Vegetable,Tomato,0.679,300.3,Drip,2.49,High,18.617,27.418
142.4,35.9,273.0,33.2,77.1,1011.1,Loam,Odisha,Kharif,Pulse,Moong,8.485,275.4,Canal,5.388,Medium,6.864,0.809
1.4,10.7,296.6,23.5,44.5,667.2,Peaty,Punjab,Summer,Pulse,Masoor,4.146,155.9,Rainfed,0.579,High,1.969,0.475
59.0,145.0,280.7,39.5,72.8,692.7,Peaty,Tamil Nadu,Rabi,Vegetable,Onion,0.838,154.2,Tube well,1.277,Low,13.534,16.15
39.1,37.0,268.9,12.4,32.2,69.5,Clay,Haryana,Rabi,Cereal,Maize,2.886,33.8,Canal,3.474,High,8.234,2.853
107.3,81.9,137.5,30.0,84.4,780.6,Sandy,Karnataka,Kharif,Pulse,Chana,8.908,114.2,Rainfed,4.869,Medium,5.594,0.628
146.7,79.9,244.5,22.2,69.9,327.9,Sandy,Punjab,Rabi,Oilseed,Sesame,8.885,322.7,Canal,5.935,Medium,8.707,0.98
21.4,63.7,175.4,8.3,40.7,522.1,Silt,Punjab,Summer,Oilseed,Groundnut,0.52,63.0,Drip,2.042,Medium,0.623,1.199
230.4,118.9,154.8,22.9,86.6,199.0,Sandy,Punjab,Summer,Pulse,Masoor,3.769,81.2,Drip,2.128,Medium,2.714,0.72
240.2,135.5,78.8,38.8,63.5,182.8,Chalky,Tamil Nadu,Rabi,Oilseed,Mustard,6.433,11.8,Canal,1.821,Low,3.757,0.584
39.8,46.0,8.0,30.9,76.5,391.8,Silt,Punjab,Kharif,Cereal,Wheat,8.785,255.4,Rainfed,3.247,Medium,19.968,2.273
60.2,142.7,293.0,10.6,94.1,691.3,Loam,Karnataka,Rabi,Pulse,Masoor,8.173,59.6,Drip,3.099,Low,3.997,0.489
114.5,143.8,116.0,23.5,53.6,780.1,Loam,Bihar,Summer,Oilseed,Groundnut,5.056,134.5,Tube well,1.888,High,14.627,2.893
105.7,32.6,186.5,29.4,38.4,689.8,Chalky,Tamil Nadu,Summer,Fiber,Cotton,1.736,210.5,Rainfed,4.281,Medium,2.403,1.384
196.6,49.5,153.3,34.4,82.5,112.6,Silt,Tamil Nadu,Kharif,Oilseed,Groundnut,1.302,127.7,Rainfed,5.307,Medium,2.026,1.556
240.2,117.2,223.6,8.1,33.4,707.3,Sandy,Karnataka,Summer,Pulse,Moong,2.125,167.2,Rainfed,3.462,Medium,1.039,0.489
186.2,119.4,71.4,21.9,37.9,1148.0,Sandy,Rajasthan,Kharif,Cereal,Rice,3.696,276.3,Tube well,1.829,Medium,16.876,4.566
43.7,140.6,69.3,16.5,52.8,1072.2,Clay,Maharashtra,Summer,Cereal,Wheat,2.24,63.9,Drip,2.245,High,6.041,2.697
200.6,124.4,143.1,30.1,86.1,562.1,Peaty,Rajasthan,Rabi,Vegetable,Onion,6.236,224.2,Canal,2.919,High,199.059,31.921
212.0,58.0,6.8,11.5,45.5,948.9,Peaty,Uttar Pradesh,Rabi,Oilseed,Sesame,8.713,48.5,Canal,5.345,High,5.463,0.627
180.3,85.9,208.8,29.8,84.6,552.9,Silt,Punjab,Rabi,Cash,Sugarcane,5.022,67.2,Canal,5.064,High,419.362,83.505
208.3,40.2,247.0,13.4,70.8,230.4,Clay,Tamil Nadu,Summer,Vegetable,Potato,4.288,170.7,Drip,4.242,Medium,127.585,29.754
107.9,70.9,229.8,23.4,49.2,944.0,Chalky,Haryana,Summer,Oilseed,Soybean,0.448,17.6,Drip,0.52,High,0.934,2.084
40.5,111.6,286.5,11.0,42.1,346.5,Silt,Punjab,Summer,Oilseed,Soybean,8.447,169.6,Rainfed,2.749,Medium,14.208,1.682
231.6,45.4,121.4,34.8,43.5,159.3,Peaty,Tamil Nadu,Kharif,Cereal,Rice,9.652,74.2,Rainfed,4.969,High,32.411,3.358
127.6,147.1,45.2,32.0,35.5,348.7,Peaty,Maharashtra,Summer,Vegetable,Onion,8.34,211.1,Rainfed,4.574,High,162.23,19.452
85.2,51.8,275.3,17.6,50.0,424.6,Peaty,Tamil Nadu,Rabi,Fiber,Cotton,9.623,383.7,Tube well,4.75,Medium,20.978,2.18
47.1,52.3,109.9,14.0,75.7,284.3,Silt,Karnataka,Summer,Vegetable,Tomato,8.788,129.2,Tube well,1.676,Low,134.043,15.253
84.5,145.2,259.9,32.8,44.6,1085.5,Silt,Gujarat,Kharif,Cash,Sugarcane,2.192,176.9,Tube well,2.617,Medium,156.71,71.492
236.2,107.3,169.8,15.1,33.8,380.6,Sandy,Bihar,Rabi,Vegetable,Brinjal,6.631,248.3,Rainfed,5.395,High,71.515,10.785
100.0,28.1,205.5,18.7,46.1,940.5,Silt,Haryana,Summer,Cereal,Barley,5.354,245.2,Tube well,2.783,High,19.451,3.633
167.1,113.3,231.3,14.6,49.7,1192.9,Silt,Haryana,Summer,Cash,Sugarcane,1.984,194.2,Drip,5.983,Low,131.335,66.197
113.1,52.5,140.6,17.2,90.5,513.5,Peaty,Gujarat,Rabi,Vegetable,Tomato,8.419,80.3,Rainfed,2.294,Medium,142.913,16.975
224.4,118.9,124.3,23.0,66.5,539.3,Chalky,Haryana,Rabi,Pulse,Chana,8.712,226.6,Drip,4.22,Low,11.186,1.284
214.1,22.8,211.8,34.1,84.0,230.1,Sandy,Karnataka,Summer,Oilseed,Soybean,2.195,208.2,Tube well,4.458,High,4.978,2.268
75.4,64.2,56.9,32.3,47.7,910.4,Clay,Odisha,Summer,Cereal,Wheat,5.47,143.8,Tube well,0.698,High,16.962,3.101
120.5,78.2,225.5,13.1,94.2,452.1,Chalky,Bihar,Kharif,Vegetable,Tomato,0.527,72.8,Canal,1.444,High,9.948,18.877
128.9,141.9,192.5,23.9,36.3,869.7,Sandy,Karnataka,Kharif,Pulse,Urad,2.22,94.7,Tube well,4.53,Low,0.983,0.443
243.3,35.9,170.2,8.1,47.6,76.3,Clay,Haryana,Kharif,Pulse,Chana,4.881,67.1,Tube well,4.99,High,4.022,0.824
241.0,145.3,257.8,10.1,41.1,763.2,Silt,Punjab,Rabi,Oilseed,Groundnut,9.54,290.9,Canal,2.945,Low,18.66,1.956
64.2,48.8,249.1,28.0,81.5,252.4,Peaty,Odisha,Kharif,Cash,Sugarcane,4.224,356.1,Rainfed,2.573,Medium,294.683,69.764
